1785207592.167401175,10.92, 600.00, 0, 2,10.21, 600.00, 0, 2,14.41, 600.00, 0, 2,15.75, 600.00, 0, 2
1785207592.754630756,10.68, 600.00, 0, 2,10.33, 600.00, 0, 2,14.72, 600.00, 0, 2,15.73, 600.00, 0, 2
1785207593.342238152,10.94, 600.00, 0, 2,10.05, 600.00, 0, 2,14.59, 600.00, 0, 2,15.63, 600.00, 0, 2
1785207593.929653332,10.94, 600.00, 0, 2,10.05, 600.00, 0, 2,14.59, 600.00, 0, 2,15.63, 600.00, 0, 2
1785207594.517702595,10.94, 600.00, 0, 2,10.16, 600.00, 0, 2,14.59, 600.00, 0, 2,15.69, 600.00, 0, 2
1785207595.105558511,10.94, 600.00, 0, 2,10.16, 600.00, 0, 2,14.59, 600.00, 0, 2,15.69, 600.00, 0, 2
1785207595.693343382,11.09, 600.00, 0, 2,10.15, 600.00, 0, 2,14.73, 600.00, 0, 2,15.86, 600.00, 0, 2
1785207596.280525155,11.09, 600.00, 0, 2,9.94, 600.00, 0, 2,14.36, 600.00, 0, 2,17.33, 600.00, 0, 2
1785207596.867334298,11.23, 600.00, 0, 2,9.94, 600.00, 0, 2,14.36, 600.00, 0, 2,17.33, 600.00, 0, 2
1785207597.455092474,11.45, 600.00, 0, 2,10.37, 600.00, 0, 2,14.57, 600.00, 0, 2,16.71, 600.00, 0, 2
1785207598.042264892,11.45, 600.00, 0, 2,10.37, 600.00, 0, 2,14.57, 600.00, 0, 2,16.71, 600.00, 0, 2
1785207598.629630489,11.27, 600.00, 0, 2,10.15, 600.00, 0, 2,14.69, 600.00, 0, 2,15.81, 600.00, 0, 2
1785207599.217651026,11.27, 600.00, 0, 2,10.15, 600.00, 0, 2,14.51, 600.00, 0, 2,15.81, 600.00, 0, 2
1785207599.805362450,11.07, 600.00, 0, 2,9.92, 600.00, 0, 2,14.51, 600.00, 0, 2,15.76, 600.00, 0, 2
1785207600.393971721,10.84, 600.00, 0, 2,10.22, 600.00, 0, 2,14.45, 600.00, 0, 2,15.74, 600.00, 0, 2
1785207600.981226837,10.84, 600.00, 0, 2,10.22, 600.00, 0, 2,14.45, 600.00, 0, 2,15.74, 600.00, 0, 2
1785207601.569518817,10.94, 600.00, 0, 2,10.09, 600.00, 0, 2,14.51, 600.00, 0, 2,15.86, 600.00, 0, 2
1785207602.158350438,10.94, 600.00, 0, 2,10.09, 600.00, 0, 2,14.51, 600.00, 0, 2,15.86, 600.00, 0, 2
1785207602.735387811,11.28, 600.00, 0, 2,10.83, 600.00, 0, 2,14.75, 600.00, 0, 2,16.18, 600.00, 0, 2
1785207603.324542011,11.07, 600.00, 0, 2,10.04, 600.00, 0, 2,14.60, 600.00, 0, 2,16.00, 600.00, 0, 2
1785207603.914541157,11.07, 600.00, 0, 2,10.04, 600.00, 0, 2,14.60, 600.00, 0, 2,16.00, 600.00, 0, 2
1785207604.503151021,11.06, 600.00, 0, 2,10.19, 600.00, 0, 2,14.50, 600.00, 0, 2,15.89, 600.00, 0, 2
1785207605.091618018,11.06, 600.00, 0, 2,10.19, 600.00, 0, 2,14.50, 600.00, 0, 2,15.89, 600.00, 0, 2
1785207605.679543627,11.27, 600.00, 0, 2,10.19, 600.00, 0, 2,14.51, 600.00, 0, 2,15.87, 600.00, 0, 2
1785207606.266551804,11.27, 600.00, 0, 2,10.19, 600.00, 0, 2,14.31, 600.00, 0, 2,15.59, 600.00, 0, 2
1785207606.853912796,11.31, 600.00, 0, 2,10.15, 600.00, 0, 2,14.31, 600.00, 0, 2,15.59, 600.00, 0, 2
1785207607.441138153,11.19, 600.00, 0, 2,9.86, 600.00, 0, 2,14.39, 600.00, 0, 2,15.72, 600.00, 0, 2
1785207608.045512408,11.19, 600.00, 0, 2,9.86, 600.00, 0, 2,14.39, 600.00, 0, 2,15.72, 600.00, 0, 2
1785207608.633059293,11.40, 600.00, 0, 2,10.15, 600.00, 0, 2,14.68, 600.00, 0, 2,16.11, 600.00, 0, 2
1785207609.229388923,11.40, 600.00, 0, 2,10.15, 600.00, 0, 2,14.94, 600.00, 0, 2,16.16, 600.00, 0, 2
1785207609.818362357,11.76, 600.00, 0, 2,10.52, 600.00, 0, 2,14.94, 600.00, 0, 2,16.16, 600.00, 0, 2
1785207610.420215504,10.96, 600.00, 0, 2,9.50, 600.00, 0, 2,14.79, 600.00, 0, 2,15.73, 600.00, 0, 2
1785207611.018103622,10.96, 600.00, 0, 2,9.50, 600.00, 0, 2,14.79, 600.00, 0, 2,15.73, 600.00, 0, 2
1785207611.620306877,11.03, 600.00, 0, 2,9.72, 600.00, 0, 2,14.67, 600.00, 0, 2,15.79, 600.00, 0, 2
1785207612.209129140,11.03, 600.00, 0, 2,9.72, 600.00, 0, 2,14.67, 600.00, 0, 2,15.79, 600.00, 0, 2
1785207612.796944793,11.00, 600.00, 0, 2,9.77, 600.00, 0, 2,14.52, 600.00, 0, 2,15.85, 600.00, 0, 2
1785207613.390237551,10.97, 600.00, 0, 2,9.73, 600.00, 0, 2,14.60, 600.00, 0, 2,15.98, 600.00, 0, 2
1785207613.978343941,10.97, 600.00, 0, 2,9.73, 600.00, 0, 2,14.60, 600.00, 0, 2,15.98, 600.00, 0, 2
1785207614.566063061,10.99, 600.00, 0, 2,9.75, 600.00, 0, 2,14.48, 600.00, 0, 2,15.87, 600.00, 0, 2
1785207615.156188680,10.99, 600.00, 0, 2,9.75, 600.00, 0, 2,14.48, 600.00, 0, 2,15.87, 600.00, 0, 2
1785207615.742364191,11.08, 600.00, 0, 2,9.85, 600.00, 0, 2,14.47, 600.00, 0, 2,15.80, 600.00, 0, 2
1785207616.330767474,11.11, 600.00, 0, 2,9.76, 600.00, 0, 2,14.40, 600.00, 0, 2,15.59, 600.00, 0, 2
1785207616.919877776,11.11, 600.00, 0, 2,9.76, 600.00, 0, 2,14.40, 600.00, 0, 2,15.59, 600.00, 0, 2
1785207617.507759142,10.40, 600.00, 0, 2,9.76, 600.00, 0, 2,14.53, 600.00, 0, 2,15.62, 600.00, 0, 2
1785207618.094707496,10.40, 600.00, 0, 2,9.76, 600.00, 0, 2,14.53, 600.00, 0, 2,15.62, 600.00, 0, 2
1785207618.682419839,10.48, 600.00, 0, 2,9.90, 600.00, 0, 2,14.60, 600.00, 0, 2,15.69, 600.00, 0, 2
1785207619.260595411,10.48, 600.00, 0, 2,9.90, 600.00, 0, 2,14.62, 600.00, 0, 2,15.75, 600.00, 0, 2
1785207619.849043834,11.42, 600.00, 0, 2,10.24, 600.00, 0, 2,14.62, 600.00, 0, 2,15.75, 600.00, 0, 2
1785207620.434308815,10.21, 600.00, 0, 2,9.95, 600.00, 0, 2,14.56, 600.00, 0, 2,15.73, 600.00, 0, 2
